Supercharger,Street Address,City,State,Zipcode,Country,GPS,Statues,Open Date
"Vancouver - NE Vancouver Mall Dr, WA",8700 NE Vancouver Mall Dr,Vancouver,WA,98662,USA,"45.659872, -122.582467",OPEN,3/24/20
"Tumwater, WA",2430 93rd Ave SW,Tumwater,WA,98512,USA,"46.952944, -122.935111",OPEN,3/21/20
"Auburn, WA",1101 Outlet Collection Way SW,Auburn,WA,98001,USA,"47.297976, -122.248274",OPEN,10/22/19
"Forks, WA",100 Fern Hill Rd,Forks,WA,98331,USA,"47.942522, -124.384748",OPEN,3/30/20
"Lacey, WA",655 Sleater Kinney Rd SE,Lacey,WA,98503,USA,"47.0427557461906, -122.836407423019",OPEN,10/30/20
"Bothell, WA",19128 112th Ave NE,Bothell,WA,98011,USA,"47.767606, -122.191712",OPEN,7/9/20
"Seattle - NW Ballard Way, WA",1416 NW Ballard Way,Seattle,WA,98107,USA,"47.662639, -122.374975",OPEN,12/11/20
"Yakima, WA",121 N Fair Ave,Yakima,WA,98901,USA,"46.608814, -120.491244",OPEN,3/30/21
"Entiat, WA",14581 US Hwy 97a,Entiat,WA,98822,USA,"47.684662, -120.206959",OPEN,12/23/20
"Seattle - 1201 2nd Avenue, WA",1201 2nd Ave,Seattle,WA,98101,USA,"47.6066581, -122.3371498",OPEN,12/7/20
"Ellensburg, WA",1620 Canyon Rd,Ellensburg,WA,98926,USA,"46.976918, -120.54162",OPEN,12/23/13
"Vancouver, WA",800 NE Tenney Rd,Vancouver,WA,98685,USA,"45.721663, -122.663461",OPEN,2/13/18
"Aberdeen, WA",416 Wishkah St,Aberdeen,WA,98520,USA,"46.976679, -123.813485",OPEN,12/22/16
"Sequim, WA",1441 E Washington St,Sequim,WA,98382,USA,"48.071232, -123.074527",OPEN,7/5/17
"Issaquah, WA",6100 E Lake Sammamish Pkwy SE,Issaquah,WA,98029,USA,"47.548026, -122.040026",OPEN,10/20/18
"Federal Way, WA",1414 S 324th St,Federal Way,WA,98003,USA,"47.314917, -122.315972",OPEN,3/23/21
"Bellevue, WA",10333 NE 1st St,Bellevue,WA,98004,USA,"47.610717, -122.202226",OPEN,3/30/21
"Pleasant Prairie, WI",11211 120th Ave,Pleasant Prairie,WI,53158,USA,"42.518715, -87.950428",OPEN,2/13/14
"Madison - East Towne Mall, WI",89 E Towne Mall,Madison,WI,53704,USA,"43.12669, -89.306896",OPEN,1/13/14
"Mauston, WI",640 Mc Evoy St,Mauston,WI,53948,USA,"43.795551, -90.059358",OPEN,12/9/13
"La Crosse, WI",2845 Midwest Dr,Onalaska,WI,54650,USA,"43.879042, -91.188428",OPEN,1/5/14
"Eau Claire, WI",4601 Keystone Crossing,Eau Claire,WI,54701,USA,"44.77083, -91.43711",OPEN,1/30/14
"Sheboygan, WI","595 Taylor Dr, by Festival Foods",Sheboygan,WI,53081,USA,"43.749912, -87.747073",OPEN,10/7/15
"Howard, WI",2015 Shawano Ave,Howard,WI,54303,USA,"44.5354319, -88.0777788",OPEN,9/8/17
"Oak Creek, WI",171 W Town Square Way,Oak Creek,WI,53154,USA,"42.900045, -87.913714",OPEN,1/26/18
"Oshkosh, WI",2415 Westown Ave,Oshkosh,WI,54904,USA,"44.028779, -88.592508",OPEN,12/21/17
"Madison - East Washington Ave, WI",3801 E Washington Ave,Madison,WI,53704,USA,"43.119137, -89.319052",OPEN,12/20/17
"Lake Geneva, WI",7036 Grand Geneva Way,Lake Geneva,WI,53147,USA,"42.60901, -88.407819",OPEN,9/26/19
"Hudson, WI",2351 Coulee Rd,Hudson,WI,54016,USA,"44.964463, -92.725435",CLOSED_PERM,
"West Madison, WI",675 S Whitney Way,Madison,WI,53719,USA,"43.050266, -89.472382",PERMIT,
"Madison - E Main St, WI",722 East Main St,Madison,WI,53703,USA,"43.080622, -89.375068",PERMIT,
"Milwaukee / Menomonee Falls, WI",W124N8145 WI-145,Menomonee Falls,WI,53051,USA,"43.16438, -88.065848",PERMIT,
"Wausau, WI",2101 N Mountain Rd,Wausau,WI,54401,USA,"44.931202, -89.662213",OPEN,10/6/17
"Morgantown, WV",21 Asturias Lane,Morgantown,WV,26508,USA,"39.579175, -79.953493",OPEN,9/10/17
"Charleston, WV",100 Kanawha Blvd East,Charleston,WV,25301,USA,"38.354712, -81.642845",OPEN,6/11/17
"Weston, WV",39 Berlin Rd,Weston,WV,26452,USA,"39.019353, -80.416993",OPEN,10/2/17
"Martinsburg, WV",1465 Edwin Miller Blvd,Martinsburg,WV,25401,USA,"39.485531, -77.956783",OPEN,9/30/17
"Parkersburg, WV",1102 7th St,Parkersburg,WV,26101,USA,"39.2633181, -81.5446371",OPEN,3/6/19
"Mt. Hope, WV",5481 Robert C. Byrd Dr,Mount Hope,WV,25880,USA,"37.847683, -81.196272",OPEN,2/19/18
"Triadelphia, WV",35 Bob Wise Dr,Triadelphia,WV,26059,USA,"40.060757, -80.602874",OPEN,5/7/14
"Huntington, WV",432 18th St W,Huntington,WV,25704,USA,"38.410941, -82.487122",OPEN,1/11/18
"Lusk, WY",730 S Main St,Lusk,WY,82225,USA,"42.75625, -104.45267",OPEN,12/19/13
"Sheridan, WY",612 North Main St,Sheridan,WY,82801,USA,"44.804565, -106.956363",OPEN,7/15/15
"Jackson, WY",1155 S Highway 89,Jackson,WY,83001,USA,"43.463995, -110.794875",OPEN,10/19/16
"Evanston, WY",101 Wasatch Rd,Evanston,WY,82930,USA,"41.263157, -110.985309",OPEN,7/18/17
"Rock Springs, WY",2441 Foothill Blvd,Rock Springs,WY,82901,USA,"41.580815, -109.262137",OPEN,8/10/17
"Wheatland, WY",1556 Sherard Rd,Wheatland,WY,82201,USA,"42.072497, -104.96271",OPEN,5/27/18
"Evansville, WY",6985 Nugget St,Evansville,WY,82636,USA,"42.846691, -106.214485",OPEN,7/2/20
"Gillette, WY","Hampton Inn, 211 Decker Ct",Gillette,WY,82718,USA,"44.29301, -105.526628",OPEN,9/24/15
"Cheyenne, WY",1400 Dell Range Blvd,Cheyenne,WY,82009,USA,"41.161085, -104.804955",OPEN,1/20/14
"Laramie, WY",1673 Centennial Dr,Laramie,WY,82070,USA,"41.32512, -105.618117",OPEN,8/31/17
"Rawlins, WY",2370 E Cedar St,Rawlins,WY,82301,USA,"41.79082, -107.210272",OPEN,9/1/17
